par_id,art_id,keyword,country_code,text,label
9420,@@15319505,migrant,ph,"PRIME Minister Najib Razak on Thursday said President Rodrigo Duterte had agreed to the gradual deportation of more than 7,000 illegal Filipino immigrants now staying in Sabah .",0
5549,@@17346372,women,in,"But other powerful armed groups , many involved in drugs trafficking , illegal mining of gold and silver , and extortion rackets , continue to uproot people , including women and children , with dozens of families fleeing together in fear of their lives .",0
10094,@@24417033,disabled,ng,"Phillies : Struggling SS J.P . Crawford was placed on the 10-day disabled list with a right forearm strain and INF Jesmuel Valentin was recalled from Triple-A Lehigh Valley . Crawford is hitting .214 and has five throwing errors . "" I think the time down could make him feel better overall , "" manager Gabe Kapler said . Scott Kingery replaced Crawford in the lineup .",0
3088,@@24569378,migrant,sg,"February 's Chinese New Year celebrations in Sydney featured talks from local historians . Chinese-Australian history museums are planning new exhibitions that connect the story of Australia 's earliest Chinese immigrants to its newest , and community organisations are hosting regular talks around Chinese figures in Australian history .",0
9008,@@15302518,hopeless,nz,"The narrow strips that separate you from your neighbour and provide access to the back yard are really a corridor , but in garden terms , they do not need to become a straight bowling alley . A little clever thinking can turn these hopeless areas into part of your usable garden .",0
567,@@3586118,refugee,ph,"English actor Benedict Cumberbatch makes an emotional plea for Syrian refugees . Speaking on Thursday , September 10 , at a curtain call of a performance in London , he urged the audience to donate cash to Save the Children to support refugees .",2
9368,@@14934791,disabled,hk,"Based on true events , the movie tells the story of a 2005 sexual abuse committed by the staff of a nursery in Gwangju against the disabled children under their care .",0
10079,@@4678455,vulnerable,pk,""" From my experience in Pakistan I saw a country that could greatly benefit from medical geology research as so many people live in close contact with the natural environment . A very large percentage of the population derive their food locally , their water from wells , they breath the ambient dust , and experience the legacy of earthquakes . In short , they are vulnerable to medical geology problems , "" says Dr. Robert Bob Finkelman , co-founder of Medical Geology and professor at University of Texas at Dallas . However , he adds , "" a modest investment in characterization of the soils and water and an education program aimed at the villagers could be very effective in reducing these problems . Such a program could ultimately lesson the country medical expenses and resulting in a healthier population . """,0
4184,@@4684342,hopeless,jm,Columns <h> Prison : The birthplace of hopelessness,4
7576,@@1046020,migrant,in,"On the other hand , the argument has been made that there may even be an acceptable level of illegal immigration from Bangladesh on the ground that they add to the cheap labour pool in India . This argument is specious on at least two counts . For one , India is n't exactly lacking in unskilled labour force , given the vast numbers that still live in abject poverty in both rural and urban areas . If it were n't for rural employment guarantee schemes that have driven wage price inflation , there would still be an abundance of cheap labour . And now , illegal Bangladeshi immigrants have even begun to access these schemes and health services , driving up the cost of service delivery .",0
1426,@@20767793,hopeless,lk,"Maithripala Sirisena is hopelessly under the dictates of his Prime Minister , and he can do nothing to shake him off to reach any political height .",0
6574,@@24853203,immigrant,my,"Trump said last week that he was referring to criminal gangs when he called some illegal immigrants "" animals . """,0
67,@@2055117,poor-families,za,Masemola said the students were all from poor families and had lost a lot of money preparing for the trip .,0
7232,@@4603428,vulnerable,jm,"THE Child Development Agency ( CDA ) is encouraging families to explore alternatives to State care for children in need of care and protection , as it continues to reach out to vulnerable children who are referred to the agency as a result of abuse , neglect , trauma , disability , among other factors .",0
923,@@15895765,vulnerable,hk,"Now in its fourth year , the Disaster Preparedness Forum ( DPF ) will address the need to develop disaster resilient homes and schools for vulnerable communities in Asia at scale . This year 's theme "" Build Better Now "" reflects the significant economic losses and damages in the region due to disasters . It will focus on the need for more strategic and greater investment to make our communities safe and resilient to the devastating impact of disasters .",0
6612,@@8529981,homeless,gh,""" Our conclusion is that the cost loading on the economy and the community is 626 million Australian dollars ( 475 million U.S. dollars ) for homelessness alone , "" MacKenzie told the Australian Broadcasting Corporation on Thursday .",0
